ds,yhat,yhat_lower,yhat_upper
2025-08-15,542.4298893587746,527.3836323621782,556.4463751716469
2025-08-16,543.2295628258316,528.554328820714,558.1562693335333
2025-08-17,545.1689103516442,530.5638324293463,560.1370702456747
2025-08-18,544.1444936242311,529.8524179809116,559.4211058185915
2025-08-19,545.8742514924271,531.5861207569146,560.8521209239786
2025-08-20,547.0989780816432,532.009806137218,562.2699111566086
2025-08-21,548.2092574588362,533.336927076783,562.8444409799068
