ds,yhat
2025-08-15,909.6955369296077
2025-08-16,908.5982231461386
2025-08-17,895.4379340736152
2025-08-18,890.7171296781223
2025-08-19,880.6888082694695
2025-08-20,883.6419111396841
2025-08-21,884.9375016118998
