ds,yhat
2025-08-15,1430.7234999999991
2025-08-16,1427.3969999999995
2025-08-17,1392.3120000000001
2025-08-18,1384.467
2025-08-19,1352.4945
2025-08-20,1341.024500000001
2025-08-21,1375.1654999999998
