ds,yhat
2025-08-15,230.60249999999994
2025-08-16,231.19549999999995
2025-08-17,225.22449999999984
2025-08-18,228.64045000000002
2025-08-19,224.43694999999988
2025-08-20,225.63144999999997
2025-08-21,225.66385000000002
