ds,yhat,yhat_lower,yhat_upper
2025-08-15,228.8711494092578,217.82066777516982,239.19667282168018
2025-08-16,229.11318233692646,218.04607698304198,239.9656295800631
2025-08-17,229.8217058879776,219.22232285206601,240.50413540719035
2025-08-18,228.9856584783238,218.1628732942628,241.0540388294408
2025-08-19,230.39678147559286,219.35801676917168,240.88810978600142
2025-08-20,230.72165498124818,220.19723876990085,241.42350746459627
2025-08-21,231.90806657674065,220.738370169722,242.42917521544183
