ds,yhat,yhat_lower,yhat_upper
2025-08-15,898.980808257822,876.0293108102095,921.2947230508246
2025-08-16,899.5870943073987,877.4573178427478,921.7759031668439
2025-08-17,893.9409376431548,870.8891566478901,915.6073114376861
2025-08-18,893.0707712043758,872.782473075751,916.0724077899533
2025-08-19,896.7755969203821,874.5352629313303,919.9745925797849
2025-08-20,896.4659150897202,876.3274364848352,918.5028487842128
2025-08-21,896.9517478289133,874.0710870372241,918.4660110207247
