ds,yhat
2025-08-15,627.1629999999997
2025-08-16,629.1299999999997
2025-08-17,624.5969999999993
2025-08-18,623.7719999999995
2025-08-19,622.8859999999997
2025-08-20,622.7669999999999
2025-08-21,621.2234999999995
