ds,yhat
2025-08-15,912.7444999999997
2025-08-16,910.8447999999995
2025-08-17,905.3535499999998
2025-08-18,904.2366000000001
2025-08-19,878.7351500000009
2025-08-20,880.5442499999995
2025-08-21,879.9331999999998
