ds,yhat
2025-08-15,1290.687746677387
2025-08-16,1305.1006091098338
2025-08-17,1311.7436339842768
2025-08-18,1319.1919821955648
2025-08-19,1312.2893289896967
2025-08-20,1314.078554141401
2025-08-21,1315.8754785204155
