ds,yhat
2025-08-15,517.0539999999996
2025-08-16,516.4419999999998
2025-08-17,513.5359999999997
2025-08-18,513.0279999999997
2025-08-19,513.5134999999999
2025-08-20,513.3429999999998
2025-08-21,513.5735
