ds,yhat
2025-08-15,517.264607061162
2025-08-16,518.1289224567481
2025-08-17,514.0703052181975
2025-08-18,512.985328726079
2025-08-19,513.7048567518214
2025-08-20,513.6787295242963
2025-08-21,515.3570912840589
