ds,yhat
2025-08-15,233.3306432004598
2025-08-16,233.5245772134183
2025-08-17,224.88733607189457
2025-08-18,228.36560157138712
2025-08-19,223.94807411252845
2025-08-20,225.17133876717577
2025-08-21,224.18431102597302
