ds,yhat
2025-08-15,627.4191101693456
2025-08-16,627.633695511451
2025-08-17,618.7620648708588
2025-08-18,621.7465432444488
2025-08-19,617.6405945152804
2025-08-20,617.5297287136094
2025-08-21,617.6386599200059
