ds,yhat
2025-08-15,1320.066650000002
2025-08-16,1320.074400000002
2025-08-17,1320.135650000002
2025-08-18,1319.5705000000019
2025-08-19,1319.593950000002
2025-08-20,1319.8259000000016
2025-08-21,1320.105150000002
