ds,yhat,yhat_lower,yhat_upper
2025-08-15,638.8159030339895,602.0983599270983,675.0796944270613
2025-08-16,640.4289739777548,603.2896452454357,677.6210165363191
2025-08-17,628.223195548627,594.2878503628872,665.7441018026869
2025-08-18,628.3288984807715,588.9030780243907,664.6250231344312
2025-08-19,633.9432671965786,597.198141986543,673.2372414743775
2025-08-20,635.7521401290186,598.9476280138007,672.0324234732785
2025-08-21,637.7027691899281,597.7480146056596,674.1421595537953
