Symbol,Date,Open,High,Low,Close,Percent Change,Volume ,Turn Over
NTC,1/1/2025,971.1,971.1,948,949.9,-0.23%,"59,232.00","56,381,814.50"
NTC,12/31/2024,960.3,965,950.1,952.1,-0.85%,"24,290.00","23,209,218.20"
NTC,12/29/2024,951,962,951,960.3,1.19%,"35,783.00","34,250,243.00"
NTC,12/26/2024,943,950,943,949,0.64%,"22,193.00","21,007,270.00"
NTC,12/24/2024,939,952,939,943,0.08%,"15,851.00","15,021,487.50"
NTC,12/23/2024,945,954,925,942.2,-0.08%,"19,818.00","18,662,075.50"
NTC,12/22/2024,955.7,973,942,943,0.64%,"41,267.00","39,170,901.80"
NTC,12/19/2024,942,950,930,937,-0.53%,"23,427.00","21,860,665.20"
NTC,12/18/2024,946,952,940,942,-0.42%,"13,557.00","12,790,791.30"
NTC,12/17/2024,945,949.9,937,946,0.42%,"12,083.00","11,415,648.20"
NTC,12/16/2024,969,969,937.9,942,-0.84%,"23,470.00","22,116,807.50"
NTC,12/12/2024,970,970,950,950,-1.24%,"15,518.00","14,805,206.60"
NTC,12/11/2024,969,969,951,961.9,0.72%,"15,840.00","15,136,660.30"
NTC,12/10/2024,968.5,968.5,950,955,0.12%,"10,810.00","10,339,167.50"
NTC,12/9/2024,966.9,966.9,944.1,953.9,0.51%,"11,470.00","10,893,984.50"
NTC,12/8/2024,970,970,945.1,949.1,-0.73%,"24,234.00","23,023,674.70"
NTC,12/5/2024,959,969,955,956.1,-0.30%,"18,638.00","17,881,989.60"
NTC,12/4/2024,988.3,988.3,951,959,-1.03%,"24,325.00","23,447,114.40"
NTC,12/3/2024,983.2,983.2,950,969,0.52%,"46,033.00","44,143,949.30"
NTC,12/2/2024,989.4,989.4,958.1,964,-0.62%,"49,707.00","48,084,795.80"
NTC,12/1/2024,1000,1000,967,970,-1.22%,"17,950.00","17,486,261.80"
NTC,11/28/2024,991,999,980,982,-0.62%,"13,035.00","12,816,911.10"
NTC,11/27/2024,995,1040,983,988.1,0.53%,"20,161.00","20,001,551.20"
NTC,11/26/2024,995,995,975,982.9,0.71%,"15,520.00","15,191,671.40"
NTC,11/25/2024,970,1053,960,976,1.56%,"31,501.00","30,826,635.20"
NTC,11/24/2024,970,978,960,961,-0.41%,"34,014.00","32,743,916.40"
NTC,11/21/2024,980,997,965,965,-1.43%,"26,069.00","25,340,012.10"
NTC,11/20/2024,977.5,979,970.1,979,0.31%,"26,692.00","26,034,194.20"
NTC,11/19/2024,1004.7,1004.7,975.1,976,-0.91%,"27,869.00","27,301,335.00"
NTC,11/17/2024,981,999,979,985,-0.81%,"49,529.00","48,952,104.80"
NTC,11/14/2024,994.9,1000,980,993,0.81%,"33,199.00","32,791,148.50"
NTC,11/13/2024,995,999,981,985,-1.01%,"45,738.00","45,187,326.20"
NTC,11/12/2024,1030,1030,980,995,-1.68%,"73,654.00","73,770,019.30"
NTC,11/11/2024,1025,1107,997.1,1012,-0.30%,"80,390.00","81,624,584.90"
NTC,11/10/2024,1000,1068,980,1015,2.63%,"134,838.00","135,672,646.00"
NTC,11/6/2024,977.1,1001,977.1,989,-0.10%,"12,051.00","11,928,538.90"
NTC,11/5/2024,995,995,980,990,1.01%,"9,519.00","9,420,590.80"
NTC,10/30/2024,1005,1005,976.1,980.1,-0.70%,"10,317.00","10,140,682.00"
NTC,10/29/2024,980,989,976.3,987,1.30%,"13,104.00","12,875,332.10"
NTC,10/28/2024,989.9,989.9,973.1,974.3,0.12%,"5,223.00","5,099,771.60"
NTC,10/27/2024,975,980,973,973.1,-0.40%,"9,576.00","9,338,385.00"
NTC,10/24/2024,995,997,977,977,-0.32%,"19,320.00","18,918,095.40"
NTC,10/23/2024,977.8,1000,977,980.1,-0.24%,"10,217.00","10,035,366.30"
NTC,10/22/2024,975,988,975,982.5,0.86%,"8,673.00","8,510,710.40"
NTC,10/21/2024,987,987,973.2,974.1,-1.60%,"25,677.00","25,102,051.70"
NTC,10/20/2024,1010,1010,976.2,989.9,-1.94%,"33,114.00","32,894,761.40"
NTC,10/17/2024,1013,1023,995,1009.5,1.10%,"41,341.00","41,835,888.80"
NTC,10/16/2024,980,1004,980,998.5,0.50%,"23,993.00","23,966,818.20"
NTC,10/15/2024,988,1000,988,993.5,0.56%,"9,161.00","9,088,904.00"
NTC,10/9/2024,985,994.9,985,988,-0.20%,"14,408.00","14,234,453.10"
NTC,10/8/2024,1000,1000,984,990,-0.50%,"22,518.00","22,344,732.90"
NTC,10/7/2024,950,1000,950,995,2.79%,"45,780.00","45,501,766.10"
NTC,10/6/2024,945,975,945,968,1.36%,"18,031.00","17,415,988.60"
NTC,10/2/2024,956,979,950,955,-0.05%,"20,834.00","20,094,004.20"
NTC,10/1/2024,919.9,957,919.9,955.5,3.87%,"35,588.00","33,504,768.80"
NTC,9/30/2024,926.5,926.5,910,919.9,1.09%,"10,650.00","9,791,676.00"
NTC,9/29/2024,912,915,900,910,-0.22%,"16,387.00","14,840,521.60"
NTC,9/26/2024,930,932,912,912,-0.22%,"25,483.00","23,361,268.40"
NTC,9/25/2024,901,920,895,914,1.22%,"19,780.00","17,919,801.90"
NTC,9/24/2024,916.1,935,900.1,903,-2.69%,"26,123.00","23,805,445.50"
NTC,9/23/2024,940,949,927,928,-1.80%,"30,523.00","28,470,530.00"
NTC,9/22/2024,960.8,979,940,945,0.32%,"26,618.00","25,170,323.00"
NTC,9/18/2024,950,955,939,942,-0.52%,"34,601.00","32,677,318.50"
NTC,9/16/2024,980,980,941,946.9,-2.08%,"38,521.00","36,656,246.20"
NTC,9/15/2024,986,995,966.4,967,-1.83%,"52,289.00","51,201,716.80"
NTC,9/12/2024,984.3,987,960.1,985,2.07%,"27,804.00","27,129,890.50"
NTC,9/11/2024,975.1,992,963,965,-1.03%,"32,622.00","31,758,932.60"
NTC,9/10/2024,980,999.6,968.3,975,0.83%,"59,563.00","58,265,989.20"
NTC,9/9/2024,999,999,967,967,-1.43%,"66,958.00","65,277,825.80"
NTC,9/8/2024,1001,1002,980,981,-1.41%,"33,481.00","33,148,735.40"
NTC,9/5/2024,985,1003,976,995,0.60%,"90,926.00","89,855,925.30"
NTC,9/4/2024,1050,1050,988,989.1,-3.97%,"65,524.00","65,881,320.80"
NTC,9/3/2024,1044,1044,1018,1030,0.10%,"92,379.00","95,084,343.40"
NTC,9/2/2024,984,1045,976,1029,4.57%,"95,891.00","96,862,131.00"
NTC,9/1/2024,993,1005,978,984,-0.82%,"96,456.00","95,340,846.30"
NTC,8/29/2024,1015,1015,988.2,992.1,-1.09%,"68,842.00","68,650,558.90"
NTC,8/28/2024,1015,1039.9,995,1003,0.20%,"83,564.00","84,296,893.50"
NTC,8/27/2024,1059.7,1059.7,1000,1001,-3.66%,"130,523.00","132,458,395.00"
NTC,8/25/2024,1071,1075,1038.1,1039,-2.72%,"92,180.00","96,936,176.90"
NTC,8/22/2024,1065,1082.5,1060.1,1068,0.38%,"94,440.00","101,300,330.80"
NTC,8/21/2024,1080,1096,1060,1064,-1.48%,"106,534.00","113,782,722.70"
NTC,8/18/2024,1120,1124,1074,1080,-3.04%,"222,154.00","242,678,057.00"
NTC,8/15/2024,1125,1125,1104.9,1113.9,-0.99%,"220,875.00","245,854,034.40"
NTC,8/14/2024,1145,1214,1117,1125,0.00%,"120,217.00","136,105,015.80"
